Item_ID	Verb	Complement	Sentence	Environment	Subject	VerbNiteID	CompNiteID
93863:5	think	that's the basic point of it, is i'm not, i, i don't enjoy it if i know that it's exercise	i think that's the basic point of it, is i'm not, i, i don't enjoy it if i know that it's exercise,		i	sw3080_s29_2	sw3080_s29_503
93863:97	know	that it's exercise	i think that's the basic point of it, is i'm not, i, i don't enjoy it if i know that it's exercise,	conditional	i	sw3080_s29_33	sw3080_s29_535
93877:17	know	that it's exercise	i have --n4012d2 to not know that it's exercise so i can do it.	negation	--n4012d2	sw3080_s37_6	sw3080_s37_507
93941:24	knowing	that i need exercise	i'm getting better about this knowing that i need exercise and doing it,			sw3080_s75_8	sw3080_s75_511
93995:5	think	i look better	i think i look better.		i	sw3080_s110_2	sw3080_s110_503
94058:21	know	in the push up, at least, you can get chest muscles and the back of your arms quite built up --n404ab4 just doing push ups	you can, i know in the push up, at least, you can get chest muscles and the back of your arms quite built up --n404ab4 just doing push ups.		i	sw3080_s149_7	sw3080_s149_509
94129:40	think	you should worry about --n40617f not having a program yet	and, uh, i don't, i don't think you should worry about --n40617f not having a program yet.		i	sw3080_s187_15	sw3080_s187_512
94144:10	think	we covered it	well, i think we covered it.		i	sw3080_s194_4	sw3080_s194_504
94219:11	think	i had it at a, at a party once	in fact i think i had it at a, at a party once.		i	sw3081_s38_4	sw3081_s38_505
94375:27	thought	it would	and it really stayed longer than i ever thought it would,		i	sw3081_s137_9	sw3081_s137_511
94383:5	thought	maybe that was the trick	i thought maybe that was the trick.		i	sw3081_s141_2	sw3081_s141_503
94422:12	think	anybody in my house knows the difference, unless you tell them	and i don't think anybody in my house knows the difference, unless you tell them.	negation	i	sw3081_s166_5	sw3081_s166_504
94430:10	think	mine know	i don't think mine know either.	negation	i	sw3081_s170_4	sw3081_s170_504
94508:40	think	--n4006ec	and the first time i went --n4006c9 was about fifty-seven, i think --n4006ec.	conditional	i	sw3082_s18_14	sw3082_s18_515
94536:7	think	we need --n40108e to find a new place	so i think we need --n40108e to find a new place.		i	sw3082_s35_3	sw3082_s35_503
94568:20	think	--n4019b4 it's been as high as about a hundred and twenty people	uh, generally, uh, i think --n4019b4 it's been as high as about a hundred and twenty people.		i	sw3082_s54_8	sw3082_s54_506
94572:5	think	normal's about sixty or seventy	i think normal's about sixty or seventy.		i	sw3082_s56_2	sw3082_s56_503
94648:7	think	we've been to one in thirty-five years or something like that	and i think we've been to one in thirty-five years or something like that,		i	sw3082_s104_3	sw3082_s104_503
94674:7	thought	that would be fun to kind of tie it in as a vacation time as well as reunion	and we thought that would be fun to kind of tie it in as a vacation time as well as reunion.		we	sw3082_s118_3	sw3082_s118_503
94723:46	know	that they have other family	and it's, it --n4043bb's good for kids to know that they have other family.		kids	sw3082_s144_15	sw3082_s144_518
94805:11	think	--n400040 is the biggest problem	what do you think --n400040 is the biggest problem.	question	you	sw3083_s2_4	sw3083_s2_505
94821:25	think	it's the values that they're teaching --n40061f in school or the values they get --n400646 from home	is it the, do you think it's the values that they're teaching --n40061f in school or the values they get --n400646 from home.	question	you	sw3083_s10_9	sw3083_s10_509
94830:7	think	that carries over to school a lot	and i think that carries over to school a lot.		i	sw3083_s18_3	sw3083_s18_503
94837:44	think	that the biggest problem is, uh, with the, uh, with the home environment being part of it	i, i, i, i think that the biggest problem is, uh, with the, uh, with the home environment being part of it.		i	sw3083_s22_17	sw3083_s22_518
94839:5	think	too many parents expect, uh, the school to teach, uh, the moral aspects of, of things to the st-, to the kids and, you know, while we're not going --n401035 to worry about, uh, --n401054 teaching you manners or teaching you respect for anyone or anything like that, you know, and then expect them to pick it up at school	i think too many parents expect, uh, the school to teach, uh, the moral aspects of, of things to the st-, to the kids and, you know, while we're not going --n401035 to worry about, uh, --n401054 teaching you manners or teaching you respect for anyone or anything like that, you know, and then expect them to pick it up at school,		i	sw3083_s24_2	sw3083_s24_503
94842:17	think	that that part of that showing up now, you know, with, with things because kids i think have probably less respect than for, for people than in, in other things, than we may have seen in the past	and, uh uh, i think that that part of that showing up now, you know, with, with things because kids i think have probably less respect than for, for people than in, in other things, than we may have seen in the past, uh,		i	sw3083_s27_7	sw3083_s27_505
94846:43	think	--n401a0e	and part of it's the, the family, i think --n401a0e,		i	sw3083_s29_15	sw3083_s29_515
94849:7	think	that's, that's, that's another root problem	and i think that's, that's, that's another root problem.		i	sw3083_s32_3	sw3083_s32_503
94875:10	think	it's, like you say, it's, it's the socioeconomic mix	well, i think it's, like you say, it's, it's the socioeconomic mix		i	sw3083_s50_4	sw3083_s50_504
94896:21	think	it shows that the parents have some, uh, desire for, for the kid to do, do well	it shows, i think it shows that the parents have some, uh, desire for, for the kid to do, do well, you know,		i	sw3083_s65_7	sw3083_s65_509
94915:7	think	this is happening some around the country in terms of, um, morals, trying --n404781 to teach the kinds of things that, that --n4047b8 aren't getting taught --n4047cf at home, and, uh, and, and respect for other people	and i think this is happening some around the country in terms of, um, morals, trying --n404781 to teach the kinds of things that, that --n4047b8 aren't getting taught --n4047cf at home, and, uh, and, and respect for other people.		i	sw3083_s78_3	sw3083_s78_503
94916:10	think	that's a big part of it	uh, i think that's a big part of it.		i	sw3083_s79_4	sw3083_s79_504
94936:17	think	in a way it's kind of a outward showing of that they don't think they have a chance of --n4053ef doing anything, and take it out on the school	but you got --n405384 to think in a way it's kind of a outward showing of that they don't think they have a chance of --n4053ef doing anything, and take it out on the school.		--n405384	sw3083_s94_6	sw3083_s94_507
94936:66	think	they have a chance of --n4053ef doing anything	but you got --n405384 to think in a way it's kind of a outward showing of that they don't think they have a chance of --n4053ef doing anything, and take it out on the school.	negation	they	sw3083_s94_23	sw3083_s94_523
94949:12	think	that's	and i think that's, i think it's...		i	sw3083_s104_4	sw3083_s104_506
94949:32	think	it's	and i think that's, i think it's...		i	sw3083_s104_11	sw3083_s104_513
95052:31	think	that would	and, uh, i, but i think that would, but as far as looking for a place, you know, i, the criteria, i mean, i think it --n401d53's very important to have very caring people, you know to take care of the,		i	sw3085_s52_12	sw3085_s52_512
95052:134	think	it --n401d53's very important to have very caring people, you know to take care of the	and, uh, i, but i think that would, but as far as looking for a place, you know, i, the criteria, i mean, i think it --n401d53's very important to have very caring people, you know to take care of the,		i	sw3085_s52_48	sw3085_s52_548
95156:10	know	that when my youngsters were small --n403f84	well, i know that when my youngsters were small --n403f84,		i	sw3085_s110_4	sw3085_s110_504
95235:7	knew	it was time to go back to work --n405800	so i knew it was time to go back to work --n405800.		i	sw3085_s155_3	sw3085_s155_503
95485:5	think	that's the thirty second warning	i think that's the thirty second warning.		i	sw3086_s99_2	sw3086_s99_503
95492:55	think	--n402e37	oh, that's a, an ambulance or something going on here, i think --n402e37.		i	sw3086_s103_19	sw3086_s103_519
95588:24	think	by now, it's a matter of, uh, personal taste	so, i, i think by now, it's a matter of, uh, personal taste.		i	sw3086_s168_9	sw3086_s168_508
95601:7	think	you d base is more flexible or allows you to do more	do you think you d base is more flexible or allows you to do more.	question	you	sw3086_s176_3	sw3086_s176_503
95602:9	think	the others are pretty much compatible these days	or do you think the others are pretty much compatible these days.	question	you	sw3086_s177_4	sw3086_s177_503
95645:85	think	there are some occupations that they should, such as the health field, the transportation field, uh	well, i, i feel in light of some of the accidents and so forth that --n4000d3 have happened lately, that i think there are some occupations that they should, such as the health field, the transportation field, uh,		i	sw3088_s2_28	sw3088_s2_531
95652:7	think	if, if, uh, an employer feels that he wants --n400692 to, to drug test employees and they don't like it, then they should not be employed --n4006e5 there	and i think if, if, uh, an employer feels that he wants --n400692 to, to drug test employees and they don't like it, then they should not be employed --n4006e5 there.		i	sw3088_s7_3	sw3088_s7_503
95665:8	think	they carry it a little bit too far	sometimes i think they carry it a little bit too far.		i	sw3088_s17_3	sw3088_s17_504
95671:25	believe	that his, uh, the work competency of, of the employ-, employee is, is hurting the business	unless an employer has a reason --n400fcf to believe that his, uh, the work competency of, of the employ-, employee is, is hurting the business.		--n400fcf	sw3088_s20_9	sw3088_s20_509
95686:20	think	that would be	and as an employer, i would think that would be,		i	sw3088_s27_8	sw3088_s27_506
95706:32	think	they should screen for alcohol in these areas, too because i consider that a drug	i, i, i think they should screen for alcohol in these areas, too because i consider that a drug.		i	sw3088_s41_12	sw3088_s41_513
95763:7	think	that's the only reason i have a problem with it --n402660, when there's no, you know, there's no reason to suspect someone --n4026af --n4026b6	and i think that's the only reason i have a problem with it --n402660, when there's no, you know, there's no reason to suspect someone --n4026af --n4026b6, you know.		i	sw3088_s69_3	sw3088_s69_503
