Item_ID	Verb	Complement	Sentence	Environment	Subject	VerbNiteID	CompNiteID	VerbNiteID_duration	VerbNiteID_syllables	VerbNiteID_precedingPause	VerbNiteID_followingPause	VerbNiteID_spWindow	VerbNiteID_spWindowSyllablePosition	VerbNiteID_spWindowSyllables	VerbNiteID_spWindowSyllableDuration	VerbNiteID_spWindowTotalDuration	VerbNiteID_BreakIndex	VerbNiteID_PhraseTone	VerbNiteID_BoundaryTone	VerbNiteID_AccentStrength	VerbNiteID_AccentType
77732:5	think	they need me more --n402f45, when they were older --n402f60, than they did when they were	i think they need me more --n402f45, when they were older --n402f60, than they did when they were,		i	sw2860_s93_2	sw2860_s93_503	0.189999999999998	1	0	0	54	4	7	1.04575	1.15125					
77758:12	think	it needs --n4037f7 to be the mothers	and i don't think it needs --n4037f7 to be the mothers,	negation	i	sw2860_s108_5	sw2860_s108_504	0.190000000000026	1	0	0	44	27	49	9.73487500000002	10.00975					
77759:7	think	it would be nice if some of the parents would be around for a few more hours	but i think it would be nice if some of the parents would be around for a few more hours.		i	sw2860_s109_3	sw2860_s109_503	0.219999999999999	1	0	0	44	37	49	9.73487500000002	10.00975					
77774:36	think	that they're sharing it	and, uh, uh, granted the child doesn't always think that they're sharing it, but it,		the child	sw2860_s119_14	sw2860_s119_511	0.189999999999998	1	0	0	70	9	25	3.98362499999999	3.98362499999999					
77777:5	think	that's true	i think that's true,		i	sw2860_s121_2	sw2860_s121_503	0.25	1	0	0	48	2	11	2.97562499999998	2.97562499999998					
77887:187	think	--n4060f1	and so the kids in some ways are, are, are suffering a little bit, in that, uh, the model, the role models that --n40607c get the, the, the family issues that --n4060b7 get discussed --n4060ca, and all these, i think --n4060f1 are very important parts of them growing up,		i	sw2860_s190_68	sw2860_s190_562	0.240000000000009	1	0	0	109	5	13	2.47887500000002	2.62950000000001					
77902:25	think	--n406772	and that's part of, i think --n406772, teaching too, is what a family is like --n4067a1,		i	sw2860_s199_8	sw2860_s199_511	0.259999999999991	1	0	0	116	6	27	5.48587499999996	5.65162499999997					
77906:29	seems	that there should be some continuity	but, uh, i-, it seems that there should be some continuity,		it	sw2860_s202_11	sw2860_s202_509	0.279999999999973	1	0	0	78	2	13	2.70400000000001	2.70400000000001					
77977:9	think	as they're getting in college, i just	so, i think as they're getting in college, i just,		i	sw2860_s242_4	sw2860_s242_503	0.200000000000045	1	0	0	149	9	18	3.68112500000007	3.87112500000001					
78086:5	think	they did a great job	i think they did a great job.		i	sw2866_s35_2	sw2866_s35_503	0.18	1	0	0	11	2	7	1.26525000000001	1.26525000000001					
78093:41	thought	--n40148e was really good	and then, you know, the special reports and the extended news coverage i thought --n40148e was really good.		i	sw2866_s41_16	sw2866_s41_511	0.209999999999994	1	0	0	24	8	10	2.45999999999999	2.45999999999999					
78110:5	noticed	that one thing that, that t i did --n4017f6	i noticed that one thing that, that t i did --n4017f6,		i	sw2866_s53_2	sw2866_s53_503	0.329999999999998	2	0	0	15	2	14	3.22487500000001	3.3755					
78151:5	think	that's, that really has changed the way, uh, i look at the news --n402b02	i think that's, that really has changed the way, uh, i look at the news --n402b02.		i	sw2866_s81_2	sw2866_s81_503	0.210000000000008	1	0	0	42	26	27	5.33862499999998	5.33862499999998					
78212:7	know	they do van pool a lot here from some of the outer areas	and i know they do van pool a lot here from some of the outer areas,		i	sw2866_s122_3	sw2866_s122_503	0.199999999999989	1	0	0	63	15	23	3.95337499999999	3.95337499999999					
78281:7	think	that also goes	and i think that also goes,		i	sw2866_s173_3	sw2866_s173_503	0.199999999999989	1	0	0	105	3	22	4.092625	4.092625					
78319:8	know	both of my kids didn't want --n406fdb to live anywhere around the, the downtown areas	well i know both of my kids didn't want --n406fdb to live anywhere around the, the downtown areas,		i	sw2866_s206_3	sw2866_s206_504	0.150000000000034	1	0	0	59	4	19	3.15687500000001	3.15687500000001					
78328:5	think	one of them lives in germantown	i think one of them lives in germantown		i	sw2866_s211_2	sw2866_s211_503	0.160000000000025	1	0	0	61	2	11	1.98999999999995	1.98999999999995					
78347:32	think	he carpools	uh, well now, i, i think he carpools,		i	sw2866_s224_12	sw2866_s224_510	0.211625000000026	1	0	0	67	6	7	2.59899999999999	2.83999999999997					
78604:5	think	the, the minimum age for diving is, is probably, legal anyway, would be probably about sixteen	i think the, the minimum age for diving is, is probably, legal anyway, would be probably about sixteen.		i	sw2868_s111_2	sw2868_s111_503	0.260999999999996	1	0	0	57	2	12	2.54425000000001	2.62712500000001					
78614:5	know	that, uh, uh, one of, one thing that --n404038 happens to us to vacation trips now is that usually that try to involve some of the members of the family	i know that, uh, uh, one of, one thing that --n404038 happens to us to vacation trips now is that usually that try to involve some of the members of the family.		i	sw2868_s116_2	sw2868_s116_503	0.203374999999994	1	0	0	70	2	4	0.952500000000015	0.952500000000015					
78690:15	think	that would real	i think, i think that would real,		i	sw2868_s158_5	sw2868_s158_507	0.215249999999969	1	0	0	111	2	5	0.819749999999999	0.819749999999999					
78734:5	believe	it was	i believe it was.		i	sw2868_s186_2	sw2868_s186_503	0.221125000000029	2	0.312625000000025	0	140	1	4	0.632249999999999	0.632249999999999					
78735:27	think	--n406fce	uh, had about three kids then i think --n406fce,		i	sw2868_s187_10	sw2868_s187_510	0.319999999999993	1	0	0	142	5	16	3.95337499999999	3.95337499999999					
78741:18	think	right, right now while my husband and i don't have any kids we'll probably take as many vacations as we can doing things like scuba diving and, and adventurous types of things	i i think right, right now while my husband and i don't have any kids we'll probably take as many vacations as we can doing things like scuba diving and, and adventurous types of things,		i	sw2868_s192_6	sw2868_s192_508	0.200500000000034	1	0	0	96	2	24	4.45499999999998	4.45499999999998					
78853:14	think	back in the ei-, times when, uh, my political opinions were being formed --n400ff9 --n401000 like in viet-, during the vietnam war and stuff, the republicans were more, you know, what they called --n40105f hawks, which --n401072 is more like aggressive in war and more pro war, and pro aggression	but, um, i think back in the ei-, times when, uh, my political opinions were being formed --n400ff9 --n401000 like in viet-, during the vietnam war and stuff, the republicans were more, you know, what they called --n40105f hawks, which --n401072 is more like aggressive in war and more pro war, and pro aggression		i	sw2870_s37_6	sw2870_s37_504	0.389875000000004	1	0	0.369124999999997	23	2	2	0.519000000000005	0.519000000000005				full	nuclear
78937:5	think	it was, uh, that woman	i think it was, uh, that woman,		i	sw2870_s87_2	sw2870_s87_503	0.259999999999991	1	0	0	37	28	31	4.886	5.03200000000001				weak	plain
79096:10	know	if enough people think like that it, you know, would make a difference, if people stopped --n405899 thinking like that	oh, i know if enough people think like that it, you know, would make a difference, if people stopped --n405899 thinking like that.		i	sw2870_s192_4	sw2870_s192_504	0.170000000000016	1	0	0	77	3	25	4.58562499999999	4.64862499999998				full	plain
79127:5	know	a lot of wives feel like they have --n405ed6 to vote the way that their husbands vote --n405efd	i know a lot of wives feel like they have --n405ed6 to vote the way that their husbands vote --n405efd.		i	sw2870_s208_2	sw2870_s208_503	0.180000000000007	1	0	0	119	11	16	2.65875	2.78299999999996				none	none
79151:11	think	he was good looking	not that i think he was good looking,		i	sw2870_s221_4	sw2870_s221_505	0.20999999999998	1	0	0	93	24	30	4.75562500000001	4.75562500000001				none	none
79159:17	think	that was right	and then, i didn't think that was right, because he may have been a good president, or whatever.	negation	i	sw2870_s225_7	sw2870_s225_505	0.180000000000007	1	0	0	96	4	22	3.51037500000001	3.51037500000001				none	none
79186:5	think	everybody does	i think everybody does,		i	sw2870_s241_2	sw2870_s241_503	0.208749999999952	1	0	0	137	2	18	2.90837499999998	2.90837499999998				none	none
79193:20	think	that doesn't really have that much --n406db2 to do with, um, unless they've done something really horrible, you know, or something real abnormal	i, i think that doesn't really have that much --n406db2 to do with, um, unless they've done something really horrible, you know, or something real abnormal.		i	sw2870_s246_7	sw2870_s246_508	0.289999999999964	1	0	0	138	11	21	4.66437500000001	4.823125				full	plain
79222:5	think	that's, that's having a big effect on how poorly that the country is being run --n40749c --n4074a3, is that, um, the, the election, the people that --n4074f6 want --n407501 to get elected --n407514 are turning it into a popularity contest by --n40753f advertising the things that, you know, that --n40756a really don't have anything --n407589 to do with how well they do the job --n4075b4	i think that's, that's having a big effect on how poorly that the country is being run --n40749c --n4074a3, is that, um, the, the election, the people that --n4074f6 want --n407501 to get elected --n407514 are turning it into a popularity contest by --n40753f advertising the things that, you know, that --n40756a really don't have anything --n407589 to do with how well they do the job --n4075b4.		i	sw2870_s261_2	sw2870_s261_503	0.279999999999973	1	0	0	147	2	12	2.50674999999995	2.59337499999998				none	none
79242:8	thought	he was really inept	i just thought he was really inept.		i	sw2870_s273_3	sw2870_s273_504	0.220000000000027	1	0	0	163	3	35	7.34737500000006	7.34737500000006				none	none
79243:10	think	he did anything at all	i don't think he did anything at all.	negation	i	sw2870_s274_4	sw2870_s274_504	0.230000000000018	1	0	0	163	10	35	7.34737500000006	7.34737500000006				none	none
79247:7	think	he won from carter because of the, um, the hostages that --n40857b were held --n40858a at that time	do you think he won from carter because of the, um, the hostages that --n40857b were held --n40858a at that time.	question	you	sw2870_s277_3	sw2870_s277_503	0.25	1	0	0	119	3	12	2.4971250000001	2.64400000000001				full	plain
79249:8	think	that was part of it	well i think that was part of it,		i	sw2870_s278_3	sw2870_s278_504	0.189750000000004	1	0	0	165	3	58	9.75874999999996	9.95012499999996				none	none
79250:5	think	there's a lot of thin-	i think there's a lot of thin-,		i	sw2870_s279_2	sw2870_s279_503	0.220000000000027	1	0	0	165	10	58	9.75874999999996	9.95012499999996				full	plain
79259:5	thought	he was great	i thought he was great.		i	sw2870_s286_2	sw2870_s286_503	0.260375000000067	1	0	0	167	2	5	1.17787499999997	1.24574999999993				none	none
79261:5	thought	carter was good	i thought carter was good too,		i	sw2870_s287_2	sw2870_s287_503	0.230000000000018	1	0	0	125	2	10	1.99087500000007	1.99087500000007				full	plain
79267:5	thought	he was great	i thought he was great at the time		i	sw2870_s292_2	sw2870_s292_503	0.259999999999991	1	0	0	169	7	15	3.42462499999999	3.42462499999999				none	none
79269:42	believe	that he got voted --n408d78 out	i, you know, that i just couldn't believe that he got voted --n408d78 out.	negation	i	sw2870_s294_14	sw2870_s294_516	0.419999999999959	2	0	0	171	5	12	2.04075	2.08600000000001				full	plain
79271:9	think	i wasn't	but, i think i wasn't,		i	sw2870_s295_4	sw2870_s295_503	0.259999999999991	1	0	0	128	2	17	3.3358750000001	3.3358750000001				none	none
79292:5	remember	when he was in office --n409362 he did a lot of stuff for the middle east, for pe-	you remember when he was in office --n409362 he did a lot of stuff for the middle east, for pe-,		you	sw2870_s311_2	sw2870_s311_503	0.360000000000014	3	0	0	176	16	36	7.979375	8.27337499999999				full	plain
79373:5	think	it's a marvelous idea when you think of, uh, when i just think of the papers that i dump --n4013ad out --n4013b8	i think it's a marvelous idea when you think of, uh, when i just think of the papers that i dump --n4013ad out --n4013b8		i	sw2876_s49_2	sw2876_s49_503	0.162999999999997	1	0	0	22	2	27	5.07675	5.257625					
79448:22	think	that's a shame	and i, i think that's a shame		i	sw2876_s88_8	sw2876_s88_508	0.210000000000008	1	0	0	37	16	22	5.42750000000001	5.42750000000001					
79481:66	think	--n40334c is an excellent idea, there, you know, because the other, public	so all the monies --n4032f6 are donated --n403305, you know, for the recycling to children's hospital, which i think --n40334c is an excellent idea, there, you know, because the other, public,		i	sw2876_s108_23	sw2876_s108_522	0.159999999999997	1	0	0	58	22	31	5.55912499999999	5.73987499999998					
79508:5	think	that's, right	i think that's, right.		i	sw2876_s121_2	sw2876_s121_503	0.246624999999995	1	0	0	56	2	21	4.81300000000002	4.81300000000002					
79527:22	think	that's	but i, i think that's		i	sw2876_s130_8	sw2876_s130_508	0.21999999999997	1	0	0	60	4	26	5.29087500000003	5.39575000000002					
79530:5	think	they, there needs --n404049 to be a little bit more in the area of, of, uh, ad-, advertisement, and letting, public letting you understand, more of what it is --n4040f8 you're doing --n40410f, why you're doing it --n40412e, how you're it's done --n40415d --n404164 and, what, what --n40418b happens to it because i think that's, that would help a lot	i think they, there needs --n404049 to be a little bit more in the area of, of, uh, ad-, advertisement, and letting, public letting you understand, more of what it is --n4040f8 you're doing --n40410f, why you're doing it --n40412e, how you're it's done --n40415d --n404164 and, what, what --n40418b happens to it because i think that's, that would help a lot.		i	sw2876_s132_2	sw2876_s132_503	0.269999999999982	1	0	0	60	8	26	5.29087500000003	5.39575000000002					
79530:287	think	that's, that would help a lot	i think they, there needs --n404049 to be a little bit more in the area of, of, uh, ad-, advertisement, and letting, public letting you understand, more of what it is --n4040f8 you're doing --n40410f, why you're doing it --n40412e, how you're it's done --n40415d --n404164 and, what, what --n40418b happens to it because i think that's, that would help a lot.		i	sw2876_s132_93	sw2876_s132_606	0.240000000000009	1	0	0	66	4	10	2.05787500000002	2.16337500000003					
